1.778167514925091908e+01,1.010097593840149521e+01,8.488270676391602265e+00,2.190442820517279898e+00,1.863048621028611684e+00,1.271911749508009315e+01,8.188922624287108931e+00,1.046867039445949565e+01,7.918994313160160559e+00,1.463296192286561936e+00,5.291728453684429567e+00,1.289432880886036514e+01,7.488651142886028289e+00,1.345765349054410009e+01,1.784948831000991021e+01,4.235821138960877974e+00,1.792625971917566785e+00,3.160912331380562712e+00,3.683425347596627653e+00,7.748917730731179176e+00,1.297417127740411402e+01,4.792743783036752525e+00,1.234940009962562257e+01,8.063777489599448955e+00,8.604032900705829157e-01,1.315314862177942423e+01,4.718181647977663040e+00,6.969336962549134817e+00,6.059226703054247487e+00,1.000849653994366051e+01
1.010097593840149521e+01,4.042791154804377385e+01,1.952706092828624662e+01,9.715349593543145090e+00,7.821154253909906373e+00,2.159362161816672554e+01,2.313271513547104163e+01,3.240823301306777893e+01,9.889920100336608400e+00,4.122985028428474585e+00,7.599579489862566817e+00,2.127418667593335400e+01,1.354158820682818032e+01,2.048816880042054578e+01,2.325668845154241637e+01,2.301804884217960634e+01,1.580760080789304389e+01,3.455417555403490582e+01,1.069757772873945179e+01,8.414524608421569241e+00,1.808022584141496480e+01,1.598022363663654488e+01,2.128032513764048161e+01,5.472217170497618355e+00,1.554546246671819532e+01,2.447963798293094584e+01,2.000441555726053622e+01,4.621295356996631298e+00,1.076754286224455726e+01,7.682469912257331224e+00
8.488270676391602265e+00,1.952706092828624662e+01,2.826638174011764804e+01,4.702266555902130385e+00,1.806476992169723417e+01,1.590130742907524919e+01,2.124702403593813216e+01,2.820680617588632444e+01,1.173874946382779960e+01,1.433799766493907768e+01,1.971736261620252151e+01,1.038810667026656098e+01,1.789167414144648305e+01,2.387190359047328059e+01,2.126124879371922205e+01,1.645709327606569161e+01,1.177024346456519055e+01,1.781083810094887099e+01,1.359862030858773529e+01,1.084135969580944447e+01,2.727754072320158230e+01,1.435753308671313100e+01,1.549814032898524196e+01,2.481763357360862177e+00,1.243962592646811416e+01,1.680858507167607385e+01,8.900438356034111820e+00,7.881806887793812777e+00,1.297663398423734371e+01,4.228254316925251999e+00
2.190442820517279898e+00,9.715349593543145090e+00,4.702266555902130385e+00,1.034493335031008598e+01,4.648378081650569094e+00,-1.163670481553501723e+00,5.275044933438032935e+00,3.904831107241671262e+00,1.251625308000746273e+01,4.311690850176258749e+00,-2.605109111691192858e-01,1.207755658569838175e+01,1.249699359127108700e+01,3.870132474492407937e+00,1.400960268179824553e+01,1.225635762113543237e+01,2.026329711630914687e+00,8.958138327643096588e+00,1.279661606694632070e+01,-1.093165657938411472e+00,1.366515219425498451e+01,-3.354705883054761362e+00,8.696461816132471156e+00,-1.611190813104624642e+00,-1.909123151955185449e+00,3.618098114296138590e+00,1.229288989674617483e+01,7.939920651966823062e-01,5.090887602095685693e+00,3.550913366521581960e+00
1.863048621028611684e+00,7.821154253909906373e+00,1.806476992169723417e+01,4.648378081650569094e+00,1.386050417710666238e+01,4.998218449077854508e+00,1.166265926085252680e+01,1.469108911497827208e+01,1.025975354073773360e+01,1.183974063880830485e+01,1.264017233503737181e+01,5.382245252200307029e+00,1.451178120936989124e+01,1.379867609850698251e+01,1.320230955492151637e+01,1.132382444540293420e+01,6.453018927620062684e+00,8.908681159860121213e+00,1.202180880818079878e+01,5.095513904667243743e+00,1.975154304590244791e+01,6.263102348555415588e+00,8.916984207780263461e+00,-1.260381771091900083e+00,5.901243214766468625e+00,6.681107371124052285e+00,5.764754412288048080e+00,4.337590457958280687e+00,8.601053717201038396e+00,1.220286875791358527e+00
1.271911749508009315e+01,2.159362161816672554e+01,1.590130742907524919e+01,-1.163670481553501723e+00,4.998218449077854508e+00,2.071244343372149643e+01,1.564337525940466023e+01,2.403191506327083360e+01,1.206949227635714994e+00,2.438024588956532845e+00,1.043314814855191663e+01,9.174985807945288840e+00,4.248298897817867292e+00,1.835884087031505629e+01,1.302852542382190038e+01,7.549737715469746036e+00,9.871539653096021993e+00,1.591321857683075969e+01,-7.854639802996468689e-02,1.076621885859913874e+01,9.811022698044332913e+00,1.600739740871824424e+01,1.279484299744493470e+01,7.989268293318619207e+00,1.256531143635361758e+01,1.885573933543554759e+01,4.538858790397061860e+00,6.375887719584603985e+00,6.874335655301160308e+00,6.328482342823759765e+00
8.188922624287108931e+00,2.313271513547104163e+01,2.124702403593813216e+01,5.275044933438032935e+00,1.166265926085252680e+01,1.564337525940466023e+01,2.042775430971343553e+01,2.397691762209018052e+01,6.453718796785458345e+00,7.526486361764564315e+00,1.456674727518332624e+01,1.059302834094674139e+01,1.012180088284775792e+01,1.499398054182114493e+01,1.769142771983640117e+01,1.529207252185679167e+01,9.191750538488367539e+00,1.963609854112781861e+01,1.041337835722714367e+01,7.319030851392066772e+00,2.040213471328442552e+01,9.668782674292463852e+00,9.918832240937062394e+00,2.930636630593549619e+00,9.462076285664101860e+00,1.641147795685764876e+01,1.138267336965773069e+01,4.765684773335015834e+00,9.446507280123350725e+00,3.058695188944422494e+00
1.046867039445949565e+01,3.240823301306777893e+01,2.820680617588632444e+01,3.904831107241671262e+00,1.469108911497827208e+01,2.403191506327083360e+01,2.397691762209018052e+01,3.736560888397274738e+01,9.756523916198107216e+00,1.094549533137718633e+01,1.656524626371831133e+01,1.497311559113318502e+01,1.665031462496409276e+01,2.972166602072859121e+01,2.193861234867475218e+01,1.910213101353719267e+01,1.793991860969224206e+01,2.860895988319175842e+01,9.106138763795419422e+00,1.382493038244053984e+01,2.203433213389281065e+01,2.333848079236538453e+01,2.281492780798895126e+01,5.977640838451727667e+00,2.023922796856994566e+01,2.441339779978635960e+01,1.140527123895707007e+01,8.424684163892617761e+00,1.325484515073732261e+01,7.036862427795435693e+00
7.918994313160160559e+00,9.889920100336608400e+00,1.173874946382779960e+01,1.251625308000746273e+01,1.025975354073773360e+01,1.206949227635714994e+00,6.453718796785458345e+00,9.756523916198107216e+00,2.327522272458333319e+01,1.112358005950056672e+01,2.855269046635478425e+00,1.890945618611926449e+01,2.509364603201452582e+01,1.727617777624715956e+01,2.472728372672955999e+01,1.603473766081468455e+01,5.331737737248969822e+00,8.779812718940954497e+00,1.833098280268536939e+01,3.993107651087392185e+00,2.416343131236217090e+01,2.012777353389954005e+00,2.131620373030070326e+01,2.512969401834199701e-01,4.822704949129827945e-01,7.604602050065291330e+00,1.318178830917038269e+01,5.866697392934475452e+00,1.055133079670705598e+01,9.423952386418891436e+00
1.463296192286561936e+00,4.122985028428474585e+00,1.433799766493907768e+01,4.311690850176258749e+00,1.183974063880830485e+01,2.438024588956532845e+00,7.526486361764564315e+00,1.094549533137718633e+01,1.112358005950056672e+01,1.100579792466697349e+01,9.297406541838920901e+00,5.306698826388606349e+00,1.479594706672046200e+01,1.323225052060654683e+01,1.183623228481350154e+01,9.217875377630781131e+00,5.403842391567150294e+00,5.617056491396020590e+00,1.077137886188021909e+01,4.443415613227302607e+00,1.698328657616545456e+01,5.397843996967401026e+00,9.919757214395570344e+00,-1.287866919444531133e+00,4.516113258588425161e+00,4.448689676291526673e+00,4.194856314487781290e+00,4.200468244388408046e+00,7.582078176213949305e+00,2.096734109403123991e+00
